id,doi,title,year,authors,journal,abstract,provenance_databases,provenance_techniques,provenance_count,decision,decision_reason,screener,decision_date,calibration_set
nct:NCT01431963,,"A Multi-center, Uncontrolled, Open-label, Evaluation of Lamotrigine Monotherapy in Newly Diagnosed Epilepsy or Recurrent Epilepsy (Currently Untreated)",2011,,ClinicalTrials.gov,"This is a multi-center, uncontrolled, open-label study conducted in Japan and South Korea to evaluate the efficacy and safety of lamotrigine monotherapy in subjects with newly diagnosed epilepsy and those with recurrent epilepsy (currently untreated).

The study is composed of baseline, escalation phase, maintenance phase, taper phase and post study examination. During the escalation phase, the investigational product is administered orally at 25 mg/day for 2 weeks, then 50 mg/day for 2 weeks and finally 100 mg/day for 2 weeks. During the maintenance phase, 200 mg/day is administered orally for 24 weeks. However, the dose can be decreased to 100 mg/day if there are safety concerns. Also, if it is confirmed that the seizures cannot be controlled at the dose of 200 mg/day, the dose can be gradually increased up to 400 mg/day by 50-100 mg/day at intervals of at least 1 week. As a rule, lamotrigine should be administered once daily (in the evening), but the dose exceeding 200 mg/day can be administered in two divided doses (in the morning and evening). After the completion of maintenance phase, Japanese subjects who have responded to lamotrigine without tolerability issues are eligible to enter an extension phase of the study if indicated, until either approval of this indication (monotherapy in epilepsy) or after 24 months after LSLV (Last Subject's Last Visit) of the maintenance phase, whichever is sooner.",clinicaltrials,labeling,1,,,marion,,1
nct:NCT02463903,,Coping Effectiveness Training in Patients With Chronic Heart Failure - a Randomized Controlled Trial,2011,,ClinicalTrials.gov,"The purpose of the present study is to develop, implement and evaluate a stress management program aiming to improve emotional well-being, health-related quality of life and to reduce readmission to hospital in patients with chronic heart failure (CHF).

Method: A randomized controlled study design will be employed in which the intervention consists of Coping Effectiveness Training (CET), a manual-based group intervention based on a cognitive transactional theory of stress and coping. The purpose of CET is to improve skills to appraise stress, teach a number of techniques to cope with stress, and to give an opportunity to interact with other people with similar experiences of living with CHF. The control group will receive standard health care. The intervention group will receive seven weekly sessions of CET. Self-assessments of; emotional well-being, depression and anxiety, illness perception, health-related quality of life, coping strategies and social support will be performed before the intervention, directly after the intervention, six weeks, six months and one year after the intervention period as well as measuring readmission to hospital. In addition, the participants in the intervention group will fill in an anonymous written evaluation, with closed and open ended questions, directly after the intervention.",clinicaltrials,summary-close,1,,,marion,,1
doi:10.5040/9781350088733.0030,10.5040/9781350088733.0030,Bracketing,2010,,The Visual Dictionary of Photography,,crossref,bracketing,1,,,marion,,1
doi:10.1109/greencomp.2010.5598301,10.1109/greencomp.2010.5598301,An analysis of the energy efficiency of multi-threading on multi-core machines,2010,"Chengling Tseng, Silvia Figueira",International Conference on Green Computing,,crossref,multi-threading,1,,,marion,,1
openalex:W2001889299,10.1007/bf03324796,An open-ended question: Alzheimer’s disease and involuntary weight loss: which comes first?,2010,"Eminè Meral Inelmen, Giuseppe Sergi, Alessandra Coin, A. Girardi, Enzo Manzato",Aging Clinical and Experimental Research,,openalex,calibrated-question,1,,,marion,,1
openalex:W2115641920,10.5539/ass.v6n7p3,Main Principles and Practices of Auditing Independence in China: A Multifaceted Discussion,2010,"Lan Hua, Γεώργιος Γεωργακόπουλος, Ioannis Sotiropoulos, Ekaterini Galanou",Asian Social Science,"This paper attempts through a review of the associated literature to describe and critically evaluate the audit market in China by exploring the main factors that affect auditor independence. The study identifies that non-audit service and low-balling/price-cutting are not parameters affecting auditor independence. Regulation can effectively help to maintain audit independence, but the enforcement of those regulations is very poor. Audit firm reputation is established and maintained by fulfilling the obligations of guanxi (personal relationship), rather than by reporting modified opinions fairly and trustfully. Due to government protection, competition in the Chinese audit market is limited and the possibility that Chinese audit firms lower their fees to retain clients is much diminished. Thus, competition and audit firm size appear to be positive aspects for audit independence. However, other national cultural and political-regulatory factors seem to have a moderating effect.",openalex,lowball,1,,,marion,,1
openalex:W1572607609,10.1111/j.1472-4642.2009.00615.x,Beyond scarcity: citizen science programmes as useful tools for conservation biogeography,2010,"Vincent Devictor, Robert J. Whittaker, Coralie Beltrame",Diversity and Distributions,"Abstract Aim We assess whether and how datasets collected by the general public, so‐called citizen science programmes, can improve biogeographical studies and contribute to large‐scale conservation target‐setting. Location Worldwide. Methods We first set a general framework highlighting the prerequisites of a relevant dataset for conservation biogeography. We then illustrate how many different citizen science programmes currently running in different countries can be placed within this framework. Results We highlight that citizen science is particularly useful to address issues spanning large temporal and spatial extents. We then show how datasets based on citizen science can be used to investigate major aspects of global change impacts on biodiversity. We further highlight why these programmes are also particularly valuable in developing the preventative and educational component of conservation biogeography. Main conclusions Conservation biogeography requires considerable amounts of data collected over large spatial and/or temporal extents. Beyond increasing technical advances to collect and analyse these data, citizen science seems to be a highly valuable tool in many aspects. However, while citizen science programmes are now popular and increasingly used in several countries, they are lacking in many others. We argue that the development of citizen science programmes should be encouraged as they can both be highly valuable for conservation biogeography and promote the reconnection between people and nature and more generally between people and science.",openalex,scarcity,1,,,marion,,1
openalex:W3146121806,10.1109/hri.2010.5453254,A Midsummer Night's Dream: Social proof in HRI,2010,"Brittany A. Duncan, Robin R. Murphy, Dylan A. Shell, Amy G. Hopper",,"The introduction of two types of unmanned aerial vehicles into a production of A Midsummer Night's Dream suggests that social proof informs untrained human groups. We describe the metaphors used in instructing actors, who were otherwise untrained and inexperienced with robots, in order to shape their expectations. Audience response to a robot crash depended on whether the audience had seen how the actors interacted with the robot ¿baby fairies.¿ If they had not seen the actors treating a robot gently, an audience member would likely throw the robot expecting it to fly or handle it roughly. If they had seen the actors with the robots, the audience appeared to adopt the same gentle style and mechanisms for re-launching the micro-helicopter. The difference in audience behavior suggests that the principle of social proof will govern how untrained humans will react to robots.",openalex,social-proof,1,,,marion,,1
openalex:W2154768827,10.1111/j.1365-2753.2008.00959.x,Willingness to pay for a hearing aid: comparing the payment scale and open‐ended question,2009,"Janneke P.C. Grutters, Lucien J. C. Anteunis, Michelene N. Chenault, Manuela Joore",Journal of Evaluation in Clinical Practice,"Abstract Rationale &amp; objectives Different question formats elicit different willingness‐to‐pay (WTP) results, but there is no consensus on which method elicits the most valid WTP. In spite of the methodological controversies, WTP is a potentially valuable tool in health economics to value health services. Our general objective was to provide additional evidence on the validity of two WTP elicitation formats: the open‐ended question and the payment scale. Methods We elicited WTP for a hearing aid among hearing aid users ( n = 108), using both a payment scale and an open‐ended question. We compared the results from both formats. We tested criterion validity by comparing both formats with the actual out‐of‐pocket payment. Construct validity was tested by examining whether WTP was consistent with positive income elasticity. Results The WTP results elicited with the payment scale and open‐ended question were not statistically significantly different. Both formats showed good criterion validity, although the open‐ended question showed a stronger association with the actual out‐of‐pocket payment. The open‐ended format showed better construct validity, as it was influenced by family income. Conclusion The results of the present study showed that the open‐ended question was more valid than the payment scale question. We, therefore, recommend that in future WTP studies on hearing aids the open‐ended question is used to directly elicit WTP values. The same recommendation may apply to other studies where respondents are familiar with costs or payments for the intervention under evaluation.",openalex,calibrated-question,1,,,marion,,1
openalex:W2130072921,10.1093/alcalc/agp037,Impaired Emotional Facial Expression Decoding in Alcoholism is Also Present for Emotional Prosody and Body Postures,2009,"Pierre Maurage, Salvatore Campanella, Pierre Philippot, Ian Charest, Sophie Martin, Philippe de Timary",Alcohol and Alcoholism,"AIMS: Emotional facial expression (EFE) decoding impairment has been repeatedly reported in alcoholism (e.g. Philippot et al., 1999). Nevertheless, several questions are still under debate concerning this alteration, notably its generalization to other emotional stimuli and its variation according to the emotional valence of stimuli. METHODS: Eighteen recently detoxified alcoholic subjects and 18 matched controls performed a decoding test consisting in emotional intensity ratings on various stimuli (faces, voices, body postures and written scenarios) depicting different emotions (anger, fear, happiness, neutral, sadness). Perceived threat and difficulty were also assessed for each stimulus. RESULTS: Alcoholic individuals had a preserved decoding performance for happiness stimuli, but alcoholism was associated with an underestimation of sadness and fear, and with a general overestimation of anger. More importantly, these decoding impairments were observed for faces, voices and postures but not for written scenarios. CONCLUSIONS: We observed for the first time a generalized emotional decoding impairment in alcoholism, as this impairment is present not only for faces but also for other visual (i.e. body postures) and auditory stimuli. Moreover, we report that this alteration (1) is mainly indexed by an overestimation of anger and (2) cannot be explained by an 'affect labelling' impairment, as the semantic comprehension of written emotional scenarios is preserved. Fundamental and clinical implications are discussed.",openalex,labeling,1,,,marion,,1
openalex:W2106690259,10.1371/journal.pone.0006489,"No Benefit from Chronic Lithium Dosing in a Sibling-Matched, Gender Balanced, Investigator-Blinded Trial Using a Standard Mouse Model of Familial ALS",2009,"Alan Gill, Joshua D. Kidd, Fernando G. Vieira, Kenneth Thompson, Steven Perrin",PLoS ONE,"BACKGROUND: In any animal model of human disease a positive control therapy that demonstrates efficacy in both the animal model and the human disease can validate the application of that animal model to the discovery of new therapeutics. Such a therapy has recently been reported by Fornai et al. using chronic lithium carbonate treatment and showing therapeutic efficacy in both the high-copy SOD1G93A mouse model of familial amyotrophic lateral sclerosis (ALS), and in human ALS patients. METHODOLOGY/PRINCIPAL FINDINGS: Seeking to verify this positive control therapy, we tested chronic lithium dosing in a sibling-matched, gender balanced, investigator-blinded trial using the high-copy (average 23 copies) SOD1G93A mouse (n = 27-28/group). Lithium-treated mice received single daily 36.9 mg/kg i.p. injections from 50 days of age through death. This dose delivered 1 mEq/kg (6.94 mg/kg/day lithium ions). Neurological disease severity score and body weight were determined daily during the dosing period. Age at onset of definitive disease and survival duration were recorded. Summary measures from individual body weight changes and neurological score progression, age at disease onset, and age at death were compared using Kaplan-Meier and Cox proportional hazards analysis. Our study did not show lithium efficacy by any measure. CONCLUSIONS/SIGNIFICANCE: Rigorous survival study design that includes sibling matching, gender balancing, investigator blinding, and transgene copy number verification for each experimental subject minimized the likelihood of attaining a false positive therapeutic effect in this standard animal model of familial ALS. Results from this study do not support taking lithium carbonate into human clinical trials for ALS.",openalex,puppy-dog,1,,,marion,,1
openalex:W1522470776,,Social Proof: A Tool for Determining Authority,2009,S. B. McCann,DOAJ (DOAJ: Directory of Open Access Journals),"In the Library with the Lead Pipe is pleased to welcome another guest author, Steve McCann! Steve is a Digital Projects Librarian specializing in information architecture, usability studies, and data analysis. In 2008, when I was visiting Anaheim, CA, for the ALA Annual Conference, I had a rather unpleasant experience renting a car. I had [...]",openalex,social-proof,1,,,marion,,1
doi:10.1017/cbo9780511492334.015,10.1017/cbo9780511492334.015,"Reciprocity in trust, and intrinsic values",2008,,Reciprocity,,crossref,reciprocity,1,,,marion,,1
openalex:W2091765382,10.1016/j.ajodo.2007.01.032,External apical root resorption in patients treated with conventional and self-ligating brackets,2008,"Nikolaos Pandis, Maria Nasika, Argy Polychronopoulou, Theodore Eliades",American Journal of Orthodontics and Dentofacial Orthopedics,,openalex,bracketing,1,,,marion,,1
openalex:W47418396,10.1007/978-1-4020-5555-3_12,Turning Persuasion from an Art into a Science,2008,Robert B. Cialdini,Knowledge and space,,openalex,commitment-consistency,1,,,marion,,1
openalex:W2141730776,10.1017/s193029750000231x,Counterfactual thinking and regulatory fit,2006,"Keith D. Markman, Matthew N. McMullen, Ronald A. Elizaga, Nobuko Mizoguchi",Judgment and Decision Making,"Abstract According to regulatory fit theory (Higgins, 2000), when people make decisions with strategies that sustain their regulatory focus orientation, they “feel right” about what they are doing, and this “feeling-right” experience then transfers to subsequent choices, decisions, and evaluations. The present research was designed to link the concept of regulatory fit to functional accounts of counterfactual thinking. In the present study, participants generated counterfactuals about their anagram performance, after which persistence on a second set of anagrams was measured. Under promotion framing (i.e., find 90% or more of all the possible words) upward counterfactual thinking in general elicited larger increases in persistence than did downward counterfactual thinking in general, but under prevention framing (i.e., avoid failing to find 90% or more of all the possible words) upward evaluation (comparing reality to a better reality) elicited larger increases in persistence than did upward reflection (focusing on a better reality), whereas downward reflection (focusing on a worse reality) elicited larger increases in persistence than did downward evaluation (comparing reality to a worse reality). In all, the present findings suggest that the generation of counterfactuals enhances the likelihood that individuals will engage in courses of action that fit with their regulatory focus orientation.",openalex,regulatory-fit,1,,,marion,,1
arxiv:cs/0411035v1,,A FP-Tree Based Approach for Mining All Strongly Correlated Pairs without Candidate Generation,2004,"Zengyou He, Xiaofei Xu, Shengchun Deng",arXiv,"Given a user-specified minimum correlation threshold and a transaction database, the problem of mining all-strong correlated pairs is to find all item pairs with Pearson's correlation coefficients above the threshold . Despite the use of upper bound based pruning technique in the Taper algorithm [1], when the number of items and transactions are very large, candidate pair generation and test is still costly. To avoid the costly test of a large number of candidate pairs, in this paper, we propose an efficient algorithm, called Tcp, based on the well-known FP-tree data structure, for mining the complete set of all-strong correlated item pairs. Our experimental results on both synthetic and real world datasets show that, Tcp's performance is significantly better than that of the previously developed Taper algorithm over practical ranges of correlation threshold specifications.",arxiv,tna,1,,,marion,,1
openalex:W88961918,,A real-world way to manage real options.,2004,"Tom Copeland, Peter Tufano",PubMed,"Each corporate growth project is an option, in the sense that managers face choices--push ahead or pull back--along the way. Yet many companies hesitate to apply options theory to initiatives such as R&D and geographic expansion, partly because these ""real"" options are highly complex. In this article, the authors make the case that the complexity of real options can be eased through the use of a binomial valuation model. Many of the problems with real-options analysis stem from the use of the Black-Scholes-Merton model, which isn't suited to real options. Binomial models, by contrast, are simpler mathematically, and you can tinker with a binomial model until it closely reflects the project you wish to value. Suppose your company is considering investing in a new plant. To use the binomial model, you must create an ""event tree"" to figure out the full range of possible values for the plant during the project's lifetime--next year, at the end of the design phase, upon completion. Then you work backward from the value at completion, factoring in the various investments, to determine the value of the project today. These calculations provide you with numbers for all the possible future values of the option at the various points where a decision needs to be made on whether to continue with the project. The authors also address another criticism of real options: that gaps often arise between theoretical and realized values of options of all types. Such gaps may be largely the result of managers exercising options at the wrong time. To improve the way it manages its real options, a company can look out for the decision trigger points that correspond to the nodes on a binomial decision tree. The trigger points should not only tell managers when they need to decide on exercise but also specify rules governing the exercise decisions.",openalex,takeaway,1,,,marion,,1
doi:10.5860/choice.41-1378,10.5860/choice.41-1378,Close reading: the reader,2003,,Choice Reviews Online,,crossref,alternative-choice,1,,,marion,,1
openalex:W2050478590,10.1021/ol020015x,Base-Pairing Systems Related to TNA:  α-Threofuranosyl Oligonucleotides Containing Phosphoramidate Linkages<sup>1</sup>,2002,"Xiaolin Wu, Sreenivasulu Guntha, Mathias Ferencic, Ramanarayanan Krishnamurthy, Albert Eschenmoser",Organic Letters,"(3'NH)- and (2'NH)-TNA, two isomeric phosphoramidate analogues of TNA (alpha-threofuranosyl-(3'-->2') oligonucleotides), are shown to be efficient Watson-Crick base-pairing systems and to undergo intersystem cross-pairing with TNA, RNA, and DNA. [reaction: see text]",openalex,tna,1,,,marion,,1
openalex:W3123899576,10.1111/0022-1082.00335,Market Liquidity and Trading Activity,2001,"Tarun Chordia, Richard Roll, Avanidhar Subrahmanyam",The Journal of Finance,"ABSTRACT Previous studies of liquidity span short time periods and focus on the individual security. In contrast, we study aggregate market spreads, depths, and trading activity for U.S. equities over an extended time sample. Daily changes in market averages of liquidity and trading activity are highly volatile and negatively serially dependent. Liquidity plummets significantly in down markets. Recent market volatility induces a decrease in trading activity and spreads. There are strong day‐of‐the‐week effects; Fridays accompany a significant decrease in trading activity and liquidity, while Tuesdays display the opposite pattern. Long‐ and short‐term interest rates influence liquidity. Depth and trading activity increase just prior to major macroeconomic announcements.",openalex,alternative-choice,1,,,marion,,1
openalex:W2167565328,10.1177/0265407595124001,Reciprocity Reconsidered: Gouldner's `Moral Norm of Reciprocity' and Social Support,1995,Edwina S. Uehara,Journal of Social and Personal Relationships,"In a classic statement three decades ago, Gouldner (1960) made an important analytic distinction between reciprocity as a pattern of social exchange and reciprocity as a general moral belief. Gouldner argued that the moral norm of reciprocity constitutes an important `causal force' in social life. The reciprocity norm dictates that Ego should not end up gaining at the expense of Alter's beneficial acts towards him or her. In contrast to equity theory, which suggests that people will react equally negatively to under- and overbenefiting, the reciprocity norm suggests that people will, above all, attempt to avoid overbenefiting from their socially supportive interactions. While many studies of social support have incorporated the concepts of reciprocity and exchange, virtually none has examined the validity of Gouldner's distinction nor its potential implications for the dynamics of social support. This paper explores the evidence for Gouldner's claims from studies on support and reciprocity. Evidence is found suggesting that people feel obligated to return benefits they receive from others, appear to be more psychologically and emotionally averse to overbenefiting than underbenefiting from social support interactions, and tend to avoid placing themselves in the position of `overbenefitors'. Alternative explanations for avoidance of overbenefiting are considered, and implications for the study of social support are explored.",openalex,reciprocity,1,,,marion,,1
doi:10.5040/9798216977322.0009,10.5040/9798216977322.0009,"6 
U.S. Marshall Plan Revival: 
Programs to Boost Manufacturers' 
Exports and Close Gaps with Third 
World Nations 
CHALLENGES AND OPPORTUNITIES OF A 
MARSHALL PLAN REVIVAL",1990,,Manufacturing for the Security of the United States,,crossref,mutual-close-plan,1,,,marion,,1
openalex:W2079705596,10.1016/s0889-5406(05)81598-7,Bond strength of ceramic brackets under shear stress: An in vitro report,1990,"Anthony D. Viazis, Gerald Cavanaugh, Richard R. Bevis",American Journal of Orthodontics and Dentofacial Orthopedics,,openalex,bracketing,1,,,marion,,1
doi:10.1016/0921-5093(89)90298-0,10.1016/0921-5093(89)90298-0,Dislocation structures in large-angle grain boundaries in hexagonal close-packed materials,1989,"Kisoo Shin, A.H. King",Materials Science and Engineering: A,,crossref,sharp-angle,1,,,marion,,1
openalex:W2107885904,10.1177/016502548901200305,Consistency-based Compliance in Children: When and Why Do Consistency Procedures Have Immediate Effects?,1989,"Nancy Eisenberg, Robert B. Cialdini, Heather McCreath, Rita Shell",International Journal of Behavioral Development,"The purpose of this study was to examine the nature and development of behavioural consistency pressures in children. Specifically, the effectiveness of the foot-in-the-door procedure on subsequent verbally reported prosocial intentions and enacted intentions was examined with preschoolers/kindergarters, second, and fifth graders. Children were either induced to comply with a request to share prize coupons or were not given this initial prosocial experience. Those who were induced to comply either were or were not labelled as helpful by an adult. Immediately, after, children were asked to indicate how they would behave in a number of situations in which prosocial behaviour was an option, and to enact two such situations behaviourally. Moreover, children's understanding of trait stability, their internal preference for consistent behaviour, and their belief that adults prefer behavioural consistency were assessed. The foot-in-the-door procedure resulted in consistent responding for children with a basic understanding of traits. Further, for girls, its strength was significantly affected by the children's internal preference for consistency. In addition, the ability to label traits was positively associated with young children's verbally reported prosocial behaviour and young girls' enacted behaviour. The findings are interpreted as supporting the view that both socio-cognitive and motivational factors moderate the immediate effects of the foot-in-the-door procedure on the report and enactment of positive behaviours.",openalex,fitd,1,,,marion,,1
openalex:W1568238390,,Introduction to the human sciences,1989,"Wilhelm Dilthey, Rudolf A. Makkreel, Frithjof Rodi",Princeton University Press eBooks,"Introduction to the Human Sciences carries forward a projected six-volume translation series of the major writings of Wilhelm Dilthey (1833-1911)--a philosopher and historian of culture who has had a strong and continuing influence on twentieth-century Continental philosophy as well as a broad range of other scholarly disciplines. In addition to his landmark works on the theories of history and the human sciences, Dilthey made important contributions to hermeneutics and phenomenology, aesthetics, psychology, and the methodology of the social sciences. The Selected Works will make accessible to English-speaking readers the full range of Dilthey's thought, including some historical essays and literary criticism. The series provides translations of complete texts, together with editorial notes, and contains manuscript materials that are currently being published for the first time in Germany. This volume brings together the various parts of the Introduction to the Human Sciences published separately in the German edition. Rudolf Makkreel and Frithjof Rodi have underscored the systematic character of Dilthey's theory of the human sciences by translating the bulk of Dilthey's first volume (published in 1883) and his important drafts for the never-completed second volume.",openalex,silence,1,,,marion,,1
openalex:W2757271117,,Monuments of Empire: Allegory/Counter-Discourse/ Post-Colonial Writing,1987,Stephen Slemon,Research Online (University of Wollongong),"On Tuesday, 22 June 1897, Britain's loyal subjects — at Home, in the Dominions, and in the Colonies — celebrated in song and spectacle the Diamond Jubilee of Victoria's reign. It was not only the Queen's longevity they were celebrating, not only the remarkable progress of Western technology and science over the past sixty years, but also, and most importantly, the spread of the British Empire itself to the point where it now subsumed one quarter of the world's entire population. 'From my heart,' ran the Queen's message, telegraphed across the globe, 'I thank my beloved people. May God bless them.''",openalex,alternative-choice,1,,,marion,,1
doi:10.1021/bi00370a071,10.1021/bi00370a071,Interaction of fully liganded valency hybrid hemoglobin with inositol hexaphosphate. Implication of the IHP-induced T state of human adult methemoglobin in the low-spin state,1986,"Isao Morishima, Mitsunobu Hara, Koichiro Ishimori",Biochemistry,,crossref,spin-implication,1,,,marion,,1
openalex:W2154428853,10.1046/j.1537-2995.1984.24585017828.x,A comparison of two behavioral influence techniques for improving blood donor recruitment,1984,"Thomas J. Hayes, F.R. Dwyer, Tibor J. Greenwalt, N.A. Coe",Transfusion,"This study was designed to test the viability of two multiple request techniques of behavioral influence for recruiting blood donors by telephone. The first technique utilizes a small antecedent request to encourage behavioral involvement and favorable disposition toward the target activity of the critical request to donate. The second approach frames the critical request as a concession following refusal of a very large request. The two techniques, dubbed the foot-in-the-door (FID) and door-in-the-face (DIF), respectively, were tested against a control condition on three donor groups: active donors, inactive donors, and nondonors. Thus, a three-by-three factorial design was used on 910 adults in a Midwest city. Although the DIF was outperformed by the control across all three donor groups, the authors recommend its continued study in face-to-face donor solicitation. Importantly, the FID approach produced more donations than the control condition among active donors (Z = 4.30; p less than .001), inactives (Z = 7.45; p less than .001), and nondonors (Z = 1.98; p less than .05). For managing the blood supply, the FID is particularly potent for rekindling donations from inactive donors. Additional research on means of penetrating the nondonor segment is recommended.",openalex,ditf,1,,,marion,,1
doi:10.1016/s0022-5371(82)90445-5,10.1016/s0022-5371(82)90445-5,Context and repetition effects in lexical decision and recognition memory,1982,"Marie Carroll, Kim Kirsner",Journal of Verbal Learning and Verbal Behavior,,crossref,mirroring,1,,,marion,,1
openalex:W2322324549,10.2307/2089716,Power-Dependence Relations,1962,Richard M. Emerson,American Sociological Review,"Judging from the frequent occurrence of such words as power, influence, dominance and submission, status and authority, the importance of power is widely recognized, yet considerable confusion exists concerning these concepts. The process of cost reduction in power-dependence relations shows itself in many varied forms. Cost reduction is a process involving change in values which reduces the pains incurred in meeting the demands of a powerful other. The costs associated with alternatives must be included in any assessment of dependency. The chapter aims to construct a simple theory of the power aspects of social relations. It focuses on the characteristics of the relationship as such, with little or no regard for particular features of the persons or groups engaged in such relations. Social relations commonly entail ties of mutual dependence between the parties. The notion of reciprocity in power-dependency relations raises the question of equality or inequality of power in the relation.",openalex,reciprocity,1,,,marion,,1
doi:10.1049/iet-tv.50.964,10.1049/iet-tv.50.964,,,Stephan Vaterlaus,,,crossref,ben-franklin,1,,,marion,,1
doi:10.7717/peerj.16693/supp-10,10.7717/peerj.16693/supp-10,Supplemental Information 10: Species level Time-Calibrated phylogeny of Arvicolinae,,,,,crossref,calibrated-question,1,,,marion,,1
doi:10.31003/uspnf_m4908_13_01,10.31003/uspnf_m4908_13_01,〈7〉 Labeling,,,,,crossref,labeling,1,,,marion,,1
doi:10.17816/2311-2905-17645-151485,10.17816/2311-2905-17645-151485,Figure 3. Regression analysis results reflecting the relationship between the indicators that characterize the anatomical structure of the acetabulum and the femoral head extrusion index: a — between Tönnis angle and FHEI; b — between Sharp angle and FHEI,,,,,crossref,sharp-angle,1,,,marion,,1
doi:10.2139/ssrn.5907634,10.2139/ssrn.5907634,Strategic Silence in the Age of AI:Algorithmic Gatekeeping and the Public Relations of Absence,,Natalie  Bidnick Andreas,,,crossref,silence,1,,,marion,,1
