doi,title,is_oa,oa_url,stage1_included,techniques,already_extracted,extractability_tier,rationale
10.3390/su12229609,A Systematic Review of Experimental Studies Investigating the Effect of Cause-Related Marketing on Consumer Purchase Int,True,https://www.mdpi.com/2071-1050/12/22/9609/pdf?version=1605697096,True,commitment-consistency,False,HIGH,MDPI direct
10.1177/0022242920984492,They’re Just Not That into You: How to Leverage Existing Consumer–Brand Relationships Through Social Psychological Dista,False,,True,concrete-construal,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.25215/0804.156,Assessing the effectiveness of foot-in-the-door technique of compliance in Indian context,False,,True,fitd,False,UNKNOWN,DOI prefix 10.25215 not in observed-publisher table
10.1111/risa.13502,Incorporating Message Framing into Narrative Persuasion to Curb E‐Cigarette Use Among College Students,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1177/1096348019899150,Traveling to a Gendered Destination: A Goal-Framed Advertising Perspective,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1037/cbs0000245,Nudging to increase hand hygiene during the COVID-19 pandemic: A field experiment.,True,https://pure.eur.nl/en/publications/5d7c6bfe-4843-4143-ad1d-7df2b535b34c,True,gain-framing,True,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.3386/w26619,The Negative Consequences of Loss-Framed Performance Incentives,True,https://doi.org/10.3386/w26619,True,loss-framing,False,UNKNOWN,DOI prefix 10.3386 not in observed-publisher table
10.1109/access.2020.3029112,Gain-Loss Framing: Comparing the Push Notification Message to Increase Purchase Intention in e-Marketplace Mobile Applic,True,https://doi.org/10.1109/access.2020.3029112,True,loss-framing,False,UNKNOWN,DOI prefix 10.1109 not in observed-publisher table
10.1080/10410236.2020.1723048,Framing as a Concept for Health Communication: A Systematic Review,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1257/rct.5362,The Negative Consequences of Loss-Framed Performance Incentives,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1257 not in observed-publisher table
10.1108/ejm-04-2018-0285,The use of product scarcity in marketing,True,https://hdl.handle.net/2164/13671,True,scarcity,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1016/j.jretconser.2020.102174,Persuasive location-based messaging to increase store visits: An exploratory study of fashion shoppers,True,https://doi.org/10.1016/j.jretconser.2020.102174,True,social-proof,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1007/s11002-020-09540-w,Effects of negative social information on the willingness to support charities: the moderating role of regulatory focus,True,https://link.springer.com/content/pdf/10.1007/s11002-020-09540-w.pdf,True,social-proof,False,MEDIUM,"Springer — mixed; atlas-040 extracted cleanly from open chapter, atlas-042 extracted cleanly; but some chapters paywalled despite is_oa=true"
10.3389/fpsyg.2020.02022,"Influence of the Framing Effect, Anchoring Effect, and Knowledge on Consumers' Attitude and Purchase Intention of Organi",True,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.02022/pdf,True,extreme-anchor,True,HIGH,Frontiers direct
10.1080/10410236.2018.1553022,The Interplay between Framing and Regulatory Focus in Processing Narratives about HPV Vaccination in Singapore.,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.24989/medienjournal.v43i2.1709,Framing-Effekte in der Gesundheitskommunikation. Ein systematischer Forschungsüberblick und eine Inhaltsanalyse der Stud,True,https://netlibrary.aau.at/medienjournal/content/titleinfo/9048849/full.pdf,True,gain-framing,False,UNKNOWN,DOI prefix 10.24989 not in observed-publisher table
10.1177/0190272519855954,Does (Dis)Similarity Information about a New Acquaintance Lead to Liking or Repulsion? An Experimental Test of a Classic,False,,True,liking,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/0265407518790411,You’re like me and I like you: Mediators of the similarity–liking link assessed before and after a getting-acquainted so,False,,True,liking,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.14377/kja.2019.4.15.81,Etiquette for the Sharing Economy : The Role of Regulatory Construal Fit,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.14377 not in observed-publisher table
10.17615/p1jd-2m87,"Effects of Source of Customized Recommendations, Type of Product, and Amount of Choice on Consumers' Attitudes",False,,True,authority,False,UNKNOWN,DOI prefix 10.17615 not in observed-publisher table
10.3389/fpsyg.2019.00230,Climate Change From a Distance: An Analysis of Construal Level and Psychological Distance From Climate Change,True,https://www.frontiersin.org/articles/10.3389/fpsyg.2019.00230/pdf,True,concrete-construal,True,HIGH,Frontiers direct
10.1177/0047287519880000,"The Interplay of Travelers’ Psychological Distance, Language Abstraction, and Message Appeal Type in Social Media Advert",False,,True,concrete-construal,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/02650487.2019.1607649,Text versus pictures in advertising: effects of psychological distance and product type,False,,True,concrete-construal,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1108/jpbm-08-2018-2004,The impact of envy on brand preference: brand storytelling and psychological distance as moderators,False,,True,concrete-construal,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1080/01973533.2019.1648265,A Dual Process Theory Explanation for Door-in-the-Face Effectiveness,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1371/journal.pone.0220320,Economic losses or environmental gains? Framing effects on public support for environmental management,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0220320&type=printable,True,gain-framing,False,UNKNOWN,DOI prefix 10.1371 not in observed-publisher table
10.3389/fpsyg.2019.00431,Gain-Framed Messaging for Promoting Adult Sport: Examining the Effects of Efficacy-Enhancing Information,True,https://www.frontiersin.org/articles/10.3389/fpsyg.2019.00431/pdf,True,gain-framing,True,HIGH,Frontiers direct
10.3390/su11030865,A Study of Consumers’ Intentions to Participate in Responsible Tourism Using Message Framing and Appeals,True,https://www.mdpi.com/2071-1050/11/3/865/pdf?version=1550471379,True,gain-framing,True,HIGH,MDPI direct
10.1016/j.foodpol.2019.05.009,Consumer willingness to pay for food safety interventions: The role of message framing and issue involvement,False,,True,gain-framing,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1080/10410236.2019.1567440,"When a Personal HPV Story on a Blog Influences Perceived Social Norms: The Roles of Personal Experience, Framing, Percei",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/0093650219861256,Can Emotions Capture the Elusive Gain-Loss Framing Effect? A Meta-Analysis,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1017/xps.2018.28,Loss-Framed Arguments Can Stifle Political Activism,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1017 not in observed-publisher table
10.1002/mar.21276,Digital buying behavior: The role of regulatory fit and self‐construal in online luxury goods purchase intentions,True,https://research.brighton.ac.uk/en/publications/9461207f-7c37-4030-b43b-6ccae4fe7a3b,True,regulatory-fit,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1108/apjml-10-2018-0434,Fit or not? Bringing regulatory fit into the frame on health food preferences,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1109/saner.2019.8667974,Please Help! A Preliminary Study on the Effect of Social Proof and Legitimization of Paltry Contributions in Donations t,False,,True,social-proof,False,UNKNOWN,DOI prefix 10.1109 not in observed-publisher table
10.1177/0047287518793037,"The Influence of Pricing Strategies on Willingness to Pay for Accommodations: Anchoring, Framing, and Metric Compatibili",False,,True,anchor-with-range,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
,Gender Differences in Selective Attention and Shopping Intention in the case of Taobao Live-show: An Eye-Tracking Study,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1037/xap0000162,Self-persuasion in media messages: Reducing alcohol consumption among students with open-ended questions.,False,,True,calibrated-question,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1017/s1930297500008731,How far is the suffering? The role of psychological distance and victims’ identifiability in donation decisions,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/72B0864A38305451E3F80CCE68D8BF72/S1930297500008731a.pdf/div-class-title-how-far-is-the-suffering-the-role-of-psychological-distance-and-victims-identifiability-in-donation-decisions-div.pdf,True,concrete-construal,False,UNKNOWN,DOI prefix 10.1017 not in observed-publisher table
10.1080/00913367.2018.1452654,The Impact of Psychological Distance and Construal Level on Consumers' Responses to Taboos in Advertising,False,,True,concrete-construal,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1108/ijcma-05-2017-0043,Think twice before using door-in-the-face tactics in repeated negotiation,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1080/10810730.2018.1455770,"The Importance of ‘Likes’: The Interplay of Message Framing, Source, and Social Endorsement on Credibility Perceptions o",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410236.2018.1499702,"Positive Facts, Negative Stories: Message Framing as a Moderator of Narrative Persuasion in Antismoking Communication",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/00913367.2017.1408507,"Saving Behavior Messaging: Gain/Loss Framing, Self/Family Orientations, and Individual Differences in Collectivism",False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10810730.2018.1527878,Effects of Gain- and Loss-Framed Quit Messages on Smokers: Test of the Ability to Process the Health Message as a Modera,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1509/jm.16.0346,Unpacking the Relationship between Sales Control and Salesperson Performance: A Regulatory Fit Perspective,False,,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1017/prp.2017.12,Taking Advice for Vocational Decisions: Regulatory Fit Effects,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7F6B6303CB01F91CEBF424B69A113235/S1834490917000125a.pdf/div-class-title-taking-advice-for-vocational-decisions-regulatory-fit-effects-div.pdf,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1017 not in observed-publisher table
10.1007/s11747-018-0604-7,The effects of scarcity on consumer decision journeys,False,,True,scarcity,False,MEDIUM,"Springer — mixed; atlas-040 extracted cleanly from open chapter, atlas-042 extracted cleanly; but some chapters paywalled despite is_oa=true"
10.1002/jcpy.1035,A Self‐Regulatory Model of Resource Scarcity,False,,True,scarcity,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1080/00913367.2017.1405752,Narrative Transportation and Paratextual Features of Social Media in Viral Advertising,False,,True,social-proof,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/0144929x.2018.1458903,‘You talking to me?’ The influence of peer communication on adolescents’ persuasion knowledge and attitude towards socia,False,,True,social-proof,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1037/xge0000311.supp,Supplemental Material for When Good Is Stickier Than Bad: Understanding Gain/Loss Asymmetries in Sequential Framing Effe,False,,True,gain-framing,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.5406/amerjpsyc.130.3.0353,The Appraisal Similarity Effect: How Social Appraisals Influence Liking,False,,True,liking,False,UNKNOWN,DOI prefix 10.5406 not in observed-publisher table
10.1016/j.jesp.2016.11.001,How and why precise anchors distinctly affect anchor recipients and senders,False,,True,precise-anchor,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1515/ppb-2017-0046,The mechanism of non-numerical anchoring heuristic based on magnitude priming: is it just the basic anchoring effect in ,True,http://journals.pan.pl/Content/105274/PDF/10_other.pdf,True,anchor-with-range,False,UNKNOWN,DOI prefix 10.1515 not in observed-publisher table
,Mobility-as-a-Service: Exploring Consumer Preferences for MaaS Subscription Packages Using a Stated Choice Experiment,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.7366/1896180020174003,"Związek pomiędzy wiekiem, preferencją spójności i skutecznością techniki wpływu społecznego „stopa w drzwiach”",False,,True,commitment-consistency,False,UNKNOWN,DOI prefix 10.7366 not in observed-publisher table
10.1093/jcr/ucx070,So Close I Can Almost Sense It: The Interplay between Sensory Imagery and Psychological Distance,False,,True,concrete-construal,False,UNKNOWN,DOI prefix 10.1093 not in observed-publisher table
10.1080/10410236.2017.1384353,"Effects of Message Framing on Influenza Vaccination: Understanding the Role of Risk Disclosure, Perceived Vaccine Effica",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10864415.2016.1234290,The Effect of Rating Scale Design on Extreme Response Tendency in Consumer Product Ratings,True,https://pure.eur.nl/files/210333278/The_Effect_of_Rating_Scale_Design_on_Extreme_Response_Tendency_in_Consumer_Product_Ratings.pdf,True,labeling,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10810730.2017.1324538,Matching Message Design and Depressed Cognition: An Exploration of Attention Patterns for Gain- and Loss-Framed Depressi,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1051/shsconf/20173402005,Social proof in social media shopping: An experimental design research,True,https://www.shs-conferences.org/articles/shsconf/pdf/2017/02/shsconf_four2017_02005.pdf,True,social-proof,False,UNKNOWN,DOI prefix 10.1051 not in observed-publisher table
10.1287/mnsc.2017.2833,Complementarity of Signals in Early-Stage Equity Investment Decisions: Evidence from a Randomized Field Experiment,False,,True,social-proof,False,UNKNOWN,DOI prefix 10.1287 not in observed-publisher table
,Does social proof and scarcity work for opera lovers? A study into the effectiveness of online persuasion cues on consum,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1080/0267257x.2017.1364285,"Deterring deviant consumer behaviour: when ‘it’s wrong, don’t do it’ doesn’t work",True,https://eprints.qut.edu.au/110376/2/110376.pdf,True,social-proof,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1007/s12208-017-0187-x,How proof of previous donations influences compliance with a donation request: three field experiments,False,,True,social-proof,False,MEDIUM,"Springer — mixed; atlas-040 extracted cleanly from open chapter, atlas-042 extracted cleanly; but some chapters paywalled despite is_oa=true"
10.1093/acrefore/9780190236557.013.249,Compliance and Social Psychology,False,,True,commitment-consistency,False,UNKNOWN,DOI prefix 10.1093 not in observed-publisher table
10.5539/ijms.v8n5p114,Factors Affecting the Effectiveness of Cause-Related Marketing Campaign: Moderating Effect of Sponsor-Cause Congruence,True,http://www.ccsenet.org/journal/index.php/ijms/article/download/62092/33923,True,commitment-consistency,False,UNKNOWN,DOI prefix 10.5539 not in observed-publisher table
10.1016/j.jcps.2016.03.001,Effects of multiple psychological distances on construal and consumer evaluation: A field study of online reviews,False,,True,concrete-construal,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1080/01463373.2016.1187186,Is the Door-in-the-Face a Concession?,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/0033294116657064,Door-in-the-Face and But-You-Are-Free,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/10410236.2015.1099506,Utilizing Audiovisual and Gain-Framed Messages to Attenuate Psychological Reactance Toward Weight Management Health Mess,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/1612197x.2016.1216003,"Sport gain-framed messages, possible selves, and their effects on adults’ interest, intentions, and decision to register",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410236.2015.1040983,Evaluating the Persuasiveness of an HIV Mass Communication Campaign Using Gain-Framed Messages and Aimed at Creating a S,True,http://hdl.handle.net/11585/544666,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10810730.2016.1179366,"Temporal Consequences, Message Framing, and Consideration of Future Consequences: Persuasion Effects on Adult Fruit Inta",True,https://www.tandfonline.com/doi/pdf/10.1080/10810730.2016.1179366?needAccess=true,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/0267257x.2016.1145723,The effects of regulatory fit on customer brand engagement: an experimental study of service brand activities in social ,False,,True,regulatory-fit,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1111/apps.12070,The Regulatory Fit of Serial Entrepreneurship Intentions,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1590/s0034-759020160203,VISUAL ART AND REGULATORY FIT MESSAGES ON CONSUMER EVALUATIONS,True,http://www.scielo.br/pdf/rae/v56n2/0034-7590-rae-56-02-0152.pdf,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1590 not in observed-publisher table
10.15195/v3.a12,Why is the Pack Persuasive? The Effect of Choice Status on Perceptions of Quality,True,https://sociologicalscience.com/download/vol-3/april/SocSci_v3_239to263.pdf,True,social-proof,False,UNKNOWN,DOI prefix 10.15195 not in observed-publisher table
10.1080/00224545.2015.1129304,Promising reciprocity: When proposing a favor for a request increases compliance even if the favor is not accepted.,False,,True,reciprocity,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410236.2014.981663,Motivating contributions to online forums: can locus of control moderate the effects of interface cues?,True,https://doi.org/10.13016/m2peu5-afld,True,authority,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1027/1864-9335/a000252,When Death Is Compelling,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1027 not in observed-publisher table
10.1024/1421-0185/a000155,Foot-in-the-Door Technique and Problematic Implicit Request for Help,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1024 not in observed-publisher table
10.1080/10410236.2015.1005280,"Message Framing, Perceived Susceptibility, and Intentions to Vaccinate Children Against HPV Among African American Paren",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1002/nvsm.1536,Framing charitable appeals: the effect of message framing and perceived susceptibility to the negative consequences of i,False,,True,gain-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1080/10810730.2015.1033113,Sensation Seeking as a Moderator of Gain- and Loss-Framed HIV-Test Promotion Message Effects,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/07359683.2015.1033936,The Moderating Role of Mood and Personal Relevance on Persuasive Effects of Gain- and Loss-Framed Health Messages,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/08824096.2015.1016152,Boosting Inoculation's Message Potency: Loss Framing,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10641734.2014.912600,The Effects of Gain Versus Loss Message Framing and Point of Reference on Consumer Responses to Green Advertising,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1016/j.jcps.2015.01.004,Stylistic properties and regulatory fit: Examining the role of self‐regulatory focus in the effectiveness of an actor's ,False,,True,regulatory-fit,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1108/jcm-01-2015-1292,How products induce regulatory fit: evidence from the health domain,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1177/0956797614563958,Scarcity Frames Value,False,,True,scarcity,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1093/jcr/ucv048,On the Psychology of Scarcity: When Reminders of Resource Scarcity Promote Selfish (and Generous) Behavior,False,,True,scarcity,False,UNKNOWN,DOI prefix 10.1093 not in observed-publisher table
10.1093/jcr/ucv051,Creating When You Have Less: The Impact of Resource Scarcity on Product Use Creativity,False,,True,scarcity,False,UNKNOWN,DOI prefix 10.1093 not in observed-publisher table
,Designing Viral Promotional Campaigns: How Scarcity and Social Proof Affect Online Referrals,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1177/2051570715604155,Malicious practice of fake reviews: Experimental insight into the potential of contextual indicators in assisting consum,False,,True,social-proof,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1109/apmediacast.2015.7210269,Persuasive impact of online media: investigating the influence of visual persuasion,False,,True,social-proof,False,UNKNOWN,DOI prefix 10.1109 not in observed-publisher table
10.1037/pspi0000016,Tandem anchoring: informational and politeness effects of range offers in social exchange.,False,,True,extreme-anchor,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037/e512142015-183,Loss frames are cognitively stickier than gain frames: Examining the asymmetric sequential effects of gain and loss fram,False,,True,gain-framing,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1037/bul0000005,The effects of psychological distance on abstraction: Two meta-analyses.,True,https://escholarship.org/uc/item/69t3s3q0,True,concrete-construal,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/00223980.2013.817963,Door-in-the-Face Technique and Delay to Fulfill the Final Request: An Evaluation With a Request to Give Blood,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10413200.2014.961618,Examining the Effects of Gain-Framed Messages on the Activation and Elaboration of Possible Sport Selves in Middle-Aged ,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410236.2013.841531,"Effectiveness of Cigarette Warning Labels: Examining the Impact of Graphics, Message Framing, and Temporal Framing",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1111/jcom.12134,"Prospect Theory, Discrete Emotions, and Freedom Threats: An Extension of Psychological Reactance Theory",False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1509/jmr.13.0432,Contingent Match Incentives Increase Donations,True,http://nrs.harvard.edu/urn-3:HUL.InstRepos:12557293,True,social-proof,False,LOW,AMA / Marketing journals — frequently paywalled
,The Persuasive Role of Explanations in Recommender Systems.,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.4018/ijicst.2013010102,Social Influence Online,False,,True,authority,False,UNKNOWN,DOI prefix 10.4018 not in observed-publisher table
10.20429/amtp.2013.23,Good Media Mix Strategies for Bad Times: Sequencing Optimizes,True,https://digitalcommons.georgiasouthern.edu/cgi/viewcontent.cgi?article=1016&context=amtp-proceedings_2013,True,authority,False,UNKNOWN,DOI prefix 10.20429 not in observed-publisher table
10.1509/jm.11.0423,Growing Existing Customers’ Revenue Streams through Customer Referral Programs,False,,True,commitment-consistency,False,LOW,AMA / Marketing journals — frequently paywalled
10.2224/sbp.2013.41.2.199,Repeating “Yes” in a First Request and Compliance with a Later Request: the Four Walls Technique,True,https://doi.org/10.2224/sbp.2013.41.2.199,True,commitment-consistency,False,LOW,Sociometric Pub — Ingenta paywall on full-text
10.1086/674212,The Distinct Affective Consequences of Psychological Distance and Construal Level,True,http://hdl.handle.net/10651/26833,True,concrete-construal,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1177/1948550613506719,Why the Door-in-the-Face Technique Can Sometimes Backfire,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.2466/17.07.pr0.113x25z7,Door-in-the-Face: Is it Really Necessary That Both Requests Be Made by the Same Requester?,False,,True,ditf,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.2478/v10167-010-0073-6,Uodparnianie na wpływ społeczny: wzmocniona autoafirmacja jako czynnik zmniejszający efektywność techniki „drzwi zatrzaś,False,,True,ditf,False,UNKNOWN,DOI prefix 10.2478 not in observed-publisher table
10.1111/j.1559-1816.2012.01000.x,"Double foot‐in‐the‐door, social representations, and environment: application for energy savings",False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1080/08824096.2012.746223,The Effect of the Foot-in-the-Door Technique on Sales in a Computer-Mediated Field Setting,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
,Prospecting by Telephone Prenotification: An Application of the Foot-In-The-Door Technique,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1037/a0032310,Sticky prospects: Loss frames are cognitively stickier than gain frames.,True,https://escholarship.org/uc/item/1nv0w8n0,True,gain-framing,True,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/10810730.2013.798376,The Unintended Target: Assessing Nonsmokers' Reactions to Gain- and Loss-Framed Antismoking Public Service Announcements,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410236.2013.807903,The Impacts of Vicarious Illness Experience on Response to Gain- Versus Loss-Framed Breast Cancer Screening (BCS) Messag,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1016/j.jcps.2013.11.004,Regulatory fit: A meta‐analytic synthesis,False,,True,regulatory-fit,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1016/j.indmarman.2013.07.005,Take it or leave it: Using regulatory fit theory to understand reward redemption in channel reward programs,True,https://dspace.lboro.ac.uk/2134/17123,True,regulatory-fit,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
